,ms_location,latitude,longitude,localite
362,608-01-09012-23373,15.67557,-16.118031,MBEDIENE/LOUGA/LOUGA
468,608-01-09030-17191,13.10638889,-11.850999999,SABODALA/SARAYA/KEDOUGOU
935,608-01-09010-55972,14.76140183,-17.36179459,THIAROYE/PIKINE/DAKAR
428,608-01-09024-60153,14.641575,-17.170475,DIAMNIADIO/RUFISQUE/DAKAR
7,608-01-00101-22530,14.68918735,-17.4676853,DAKAR PLATEAU/DAKAR/DAKAR
155,608-01-02940-00005,14.74874582,-17.29890616,THIAROYE/PIKINE/DAKAR
541,608-01-87017-00011,15.71247554,-16.423977,SAKAL/LOUGA/LOUGA
440,608-01-09027-26413,12.773147,-15.464328,KARANTABA/GOUDOMP/SEDHIOU
482,608-01-09033-05494,14.084129,-15.29001,MALEM HODDAR/MALEM HODDAR/KAFFRINE
422,608-01-09024-20826,14.62304246,-17.04682571,SINDIA/MBOUR/THIES
778,608-01-04003-60347,14.910898,-15.900782,NDAME/MBACKE/DIOURBEL
949,608-01-09013-60401,14.40127,-16.95887,MBOUR/MBOUR/THIES
334,608-01-09007-45366,16.437502,-15.7431468,NDIAYE MBERESS/DAGANA/SAINT-LOUIS
576,608-01-00207-28156,14.49002039,-17.08334753,SOMONE/MBOUR/THIES
934,608-01-09010-17463,14.73570711,-17.3234362,THIAROYE/PIKINE/DAKAR
567,608-01-00164-38193,14.75104,-17.36232,THIAROYE/PIKINE/DAKAR
594,608-01-00319-00011,14.71008234,-17.4498948,GRAND DAKAR/DAKAR/DAKAR
530,608-01-70663-00003,16.0132019,-16.35262086,RAO/SAINT LOUIS/SAINT LOUIS
581,608-01-00228-25644,15.34879197,-16.3190866,SAGATTA GUETH/KEBEMER/LOUGA
707,608-01-02018-29706,14.89909419,-15.92963266,NDAME/MBACKE/DIOURBEL
448,608-01-09028-05428,14.70913581,-17.2594381,RUFISQUE/RUFISQUE/DAKAR
453,608-01-09028-25604,14.72746416,-17.20933635,DIAMNIADIO/RUFISQUE/DAKAR
228,608-01-04006-60858,14.8520397,-15.8790467,NDAME/MBACKE/DIOURBEL
352,608-01-09010-17432,14.74025542,-17.29864991,THIAROYE/PIKINE/DAKAR
728,608-01-03001-40904,14.8076625,-16.8539501,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
212,608-01-04000-56417,14.824516,-15.9035903,NDAME/MBACKE/DIOURBEL
79,608-01-00716-09936,13.93216667,-15.5381389,MABO/BIRKELANE/KAFFRINE
148,608-01-02663-00004,14.76723368,-17.23612735,BAMBILOR/RUFISQUE/DAKAR
302,608-01-09001-38673,14.73465818,-17.4247619,GRAND DAKAR/DAKAR/DAKAR
628,608-01-00706-28665,12.88914038,-14.93949634,KOLDA/KOLDA/KOLDA
777,608-01-04002-55279,14.7937595,-15.9107569,MBACKE/MBACKE/DIOURBEL
506,608-01-09041-51981,14.811055,-15.893861,MBACKE/MBACKE/DIOURBEL
342,608-01-09008-45507,14.69990966,-17.4677964,ALMADIES/DAKAR/DAKAR
485,608-01-09034-10614,14.87489918,-15.8340194,NDAME/MBACKE/DIOURBEL
711,608-01-02026-00004,12.85676,-12.35298,BANDAFASSI/KEDOUGOU/KEDOUGOU
133,608-01-02006-30596,14.8736667,-15.82734987,NDAME/MBACKE/DIOURBEL
703,608-01-02014-34652,14.87906331,-15.89261597,NDAME/MBACKE/DIOURBEL
311,608-01-09003-07632,14.75329993,-17.3923168,PIKINE DAGOUDANE/PIKINE/DAKAR
722,608-01-02889-00004,14.06966647,-15.93187079,KOUMBAL/KAOLACK/KAOLACK
629,608-01-00707-02001,13.07799374,-14.0524561,SARE COLY SALLE/VELINGARA/KOLDA
0,608-01-00017-00011,14.668258,-17.433069,DAKAR PLATEAU/DAKAR/DAKAR
316,608-01-09004-07183,14.77473,-16.91636,THIES/THIES/THIES
706,608-01-02018-28934,14.89363967,-15.90101457,NDAME/MBACKE/DIOURBEL
547,608-01-00101-21560,14.70347281,-17.4776098,ALMADIES/DAKAR/DAKAR
872,608-01-09002-04825,14.70160318,-17.45890529,DAKAR PLATEAU/DAKAR/DAKAR
532,608-01-70741-00014,14.9550916,-16.8150352,TIVAOUANE/TIVAOUANE/THIES
477,608-01-09032-47389,14.49571776,-16.06825514,GOSSAS/GOSSAS/FATICK
404,608-01-09021-50613,16.046423992,-16.44755429,RAO/SAINT LOUIS/SAINT LOUIS
172,608-01-03012-28696,14.4303697,-16.982909,MBOUR/MBOUR/THIES
125,608-01-01903-00002,14.7653785,-17.23082496,BAMBILOR/RUFISQUE/DAKAR
394,608-01-09017-38551,14.72372245,-17.4931912,ALMADIES/DAKAR/DAKAR
420,608-01-09024-08113,14.62304246,-17.04682571,SINDIA/MBOUR/THIES
552,608-01-00116-38745,14.749771,-17.5038,ALMADIES/DAKAR/DAKAR
903,608-01-09005-52075,14.759366,-16.06174,NDAME/MBACKE/DIOURBEL
90,608-01-00821-19627,14.79112138,-17.3640009,GUEDIAWAYE/GUEDIAWAYE/DAKAR
939,608-01-09012-23127,15.28111034,-16.4078776,NIAKHENE/TIVAOUANE/THIES
181,608-01-03013-42575,14.4744911,-17.0633932,NGAPAROU/MBOUR/THIES
274,608-01-04019-00016,16.51117586,-14.64772818,NDIOUM/PODOR/SAINT LOUIS
895,608-01-09004-29212,14.8041587,-16.92092089,THIES/THIES/THIES
69,608-01-00710-28424,13.52719572,-14.25229176,MAKACOULIBANTANG/TAMBACOUNDA/TAMBACOUNDA
291,608-01-09000-14957,14.66264253,-17.4336647,DAKAR PLATEAU/DAKAR/DAKAR
131,608-01-02004-40028,14.954086,-16.828076,TIVAOUANE/TIVAOUANE/THIES
300,608-01-09001-31793,14.75596695,-17.44734421,PARCELLES ASSAINIES/DAKAR/DAKAR
424,608-01-09024-45032,14.69865932,-17.06821215,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
326,608-01-09004-51968,14.76901571,-16.95623714,THIES/THIES/THIES
144,608-01-02553-00009,14.7876072,-16.9106327,THIES/THIES/THIES
423,608-01-09024-22909,14.46475993,-16.99941562,SINDIA/MBOUR/THIES
580,608-01-00228-25119,15.28111034,-16.4078776,NIAKHENE/TIVAOUANE/THIES
135,608-01-02013-29087,14.657662,-16.219439,DIOURBEL/DIOURBEL/DIOURBEL
450,608-01-09028-08686,14.7338335,-17.2636289,RUFISQUE/RUFISQUE/DAKAR
164,608-01-03002-43668,14.8598633,-15.9151509,NDAME/MBACKE/DIOURBEL
28,608-01-00206-27842,14.4707038,-16.99010178,SINDIA/MBOUR/THIES
773,608-01-04001-57962,14.8656572,-15.8830707,NDAME/MBACKE/DIOURBEL
193,608-01-03248-00006,12.56478759,-16.1713264,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR
388,608-01-09016-46498,14.775251,-17.357249,YEUMBEUL/KEUR MASSAR/DAKAR
852,608-01-05007-47113,13.7835519,-13.6700987,TAMBACOUNDA/TAMBACOUNDA/TAMBACOUNDA
169,608-01-03009-41659,14.8036022,-15.9067466,MBACKE/MBACKE/DIOURBEL
705,608-01-02017-29967,14.824516,-15.90359028,NDAME/MBACKE/DIOURBEL
140,608-01-02431-00002,14.64565,-16.591914,NGOYE/BAMBEY/DIOURBEL
173,608-01-03012-31359,14.4886885,-16.9931374,SINDIA/MBOUR/THIES
6,608-01-00101-22468,14.67608201,-17.4537476,DAKAR PLATEAU/DAKAR/DAKAR
745,608-01-03013-43935,14.6209373,-17.1589786,DIAMNIADIO/RUFISQUE/DAKAR
478,608-01-09032-51664,14.2108262,-16.021394,MBADAKHOUNE/GUINGUINEO/KAOLACK
73,608-01-00711-09739,14.72087521,-12.4120004,MOUDERY/BAKEL/TAMBACOUNDA
910,608-01-09007-22781,16.18950882,-15.9092375,NDIAYE MBERESS/DAGANA/SAINT LOUIS
813,608-01-04016-55495,14.4138916,-16.9497268,MBOUR/MBOUR/THIES
238,608-01-04011-58337,14.7756624,-16.9342391,THIES/THIES/THIES
145,608-01-02591-00000,14.88283494,-15.8565828,NDAME/MBACKE/DIOURBEL
792,608-01-04007-61830,14.8748992,-15.8340194,NDAME/MBACKE/DIOURBEL
234,608-01-04011-54568,14.8511421,-16.8870617,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
220,608-01-04003-62043,14.8618561,-15.9073146,NDAME/MBACKE/DIOURBEL
923,608-01-09008-42869,14.69312433,-17.4627641,DAKAR PLATEAU/DAKAR/DAKAR
500,608-01-09038-25208,14.95102414,-16.80942372,TIVAOUANE/TIVAOUANE/THIES
132,608-01-02005-31636,14.8619861,-15.8761591,TOUBA MOSQUEE/MBACKE/DIOURBEL
990,608-01-09024-46661,14.44832177,-16.98555328,SALY PORTUDAL/MBOUR/THIES
774,608-01-04001-62230,14.8564222,-15.905182,NDAME/MBACKE/DIOURBEL
185,608-01-03017-42499,14.9323591,-16.7868112,TIVAOUANE/TIVAOUANE/THIES
41,608-01-00317-00002,14.7427426,-17.4240252,GRAND DAKAR/DAKAR/DAKAR
696,608-01-01948-00001,14.78000975,-17.31670119,MALIKA/KEUR MASSAR/DAKAR
108,608-01-01096-00039,14.7135165,-17.25030214,RUFISQUE/RUFISQUE/DAKAR
588,608-01-00287-00041,14.7599015,-17.4224023,GUEDIAWAYE/GUEDIAWAYE/DAKAR
56,608-01-00604-30316,14.08486563,-16.48389601,SOUM/FOUNDIOUGNE/FATICK
405,608-01-09021-51372,16.0502037,-16.1913559,NDIAYE MBERESS/DAGANA/SAINT-LOUIS
442,608-01-09027-35337,12.9316973,-15.5934028,DIAROUME/BOUNKILING/SEDHIOU
757,608-01-03342-00004,14.63558403,-12.9244822,ORKADIERE/KANEL/MATAM
997,608-01-09025-00655,14.71001747,-17.4423479,GRAND DAKAR/DAKAR/DAKAR
24,608-01-00164-24215,14.73891505,-17.28529475,RUFISQUE/RUFISQUE/DAKAR
467,608-01-09030-03112,13.04632641,-12.6740958,BANDAFASSI/KEDOUGOU/KEDOUGOU
539,608-01-71891-00003,15.6149748,-13.1747355,OGO/MATAM/MATAM
531,608-01-70679-00002,14.888335,-15.930512,NDAME/MBACKE/DIOURBEL
618,608-01-00604-28392,14.30076971,-16.23325305,NGOTHIE/KAOLACK/KAOLACK
694,608-01-01823-00002,14.69717094,-17.45089235,DAKAR PLATEAU/DAKAR/DAKAR
926,608-01-09008-61953,14.71981537,-17.48688141,ALMADIES/DAKAR/DAKAR
338,608-01-09008-17218,14.72412669,-17.4723479,ALMADIES/DAKAR/DAKAR
51,608-01-00418-00006,16.02320345,-16.49615488,SAINT LOUIS/SAINT LOUIS/SAINT LOUIS
507,608-01-09041-62976,14.81045631,-15.89014143,MBACKE/MBACKE/DIOURBEL
516,608-01-09045-11363,14.779233,-15.810405,KAEL/MBACKE/DIOURBEL
920,608-01-09008-20013,14.711005,-17.474092,ALMADIES/DAKAR/DAKAR
781,608-01-04004-53007,14.819199,-15.9311309,NDAME/MBACKE/DIOURBEL
264,608-01-04018-50047,14.67443,-17.0614308,SINDIA/MBOUR/THIES
817,608-01-04016-60396,14.4216266,-16.9585472,MBOUR/MBOUR/THIES
710,608-01-02025-00005,12.93252827,-14.07647706,KOUNKANE/VELINGARA/KOLDA
682,608-01-01137-00003,14.7708879,-17.42370575,PARCELLES ASSAINIES/DAKAR/DAKAR
832,608-01-04059-00002,12.66720943,-15.24883882,SIMBANDI BRASSOU/GOUDOMP/SEDHIOU
518,608-01-09047-06109,14.840684,-15.940264,NDAME/MBACKE/DIOURBEL
447,608-01-09028-02004,14.72946,-17.28558,RUFISQUE/RUFISQUE/DAKAR
18,608-01-00141-20681,14.7543566,-17.4407254,PARCELLES ASSAINIES/DAKAR/DAKAR
715,608-01-02651-00004,12.49338,-16.54789,OUSSOUYE/OUSSOUYE/ZIGUINCHOR
483,608-01-09033-31762,13.866437,-14.657022,BAMBA NDIAYENE (BAMBA THIALENE)/KOUMPENTOUM/TAMBACOUNDA
568,608-01-00166-19280,14.69494103,-17.2267758,BARGNY/RUFISQUE/DAKAR
433,608-01-09025-36072,14.68380437,-17.4556342,DAKAR PLATEAU/DAKAR/DAKAR
367,608-01-09012-51122,15.673967,-16.2613325,MBEDIENE/LOUGA/LOUGA
83,608-01-00716-38488,13.983732,-15.665273,MABO/BIRKELANE/KAFFRINE
61,608-01-00706-26651,12.87406898,-14.9539429,KOLDA/KOLDA/KOLDA
638,608-01-00711-33888,14.14207823,-13.02449558,BOYNGUEL BAMBA/GOUDIRY/TAMBACOUNDA
272,608-01-04018-60129,14.608265,-17.1505545,DIAMNIADIO/RUFISQUE/DAKAR
285,608-01-04658-00005,14.295908,-16.9302351,SINDIA/MBOUR/THIES
360,608-01-09012-16072,15.31280264,-16.62584416,NDANDE/KEBEMER/LOUGA
354,608-01-09010-43845,14.74025542,-17.29864991,THIAROYE/PIKINE/DAKAR
456,608-01-09028-45286,14.86316,-17.14043,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
278,608-01-04189-00002,15.43772907,-15.7816866,COKI/LOUGA/LOUGA
12,608-01-00118-21007,14.72719051,-17.44928759,GRAND DAKAR/DAKAR/DAKAR
182,608-01-03014-40934,14.9582931,-16.8136027,TIVAOUANE/TIVAOUANE/THIES
368,608-01-09012-53922,15.722278,-16.200389,MBEDIENE/LOUGA/LOUGA
881,608-01-09003-02771,14.7713604,-17.3703793,YEUMBEUL/KEUR MASSAR/DAKAR
615,608-01-00511-00012,14.8932316,-15.8803941,NDAME/MBACKE/DIOURBEL
223,608-01-04005-52250,14.6940325,-16.4754352,NGOYE/BAMBEY/DIOURBEL
572,608-01-00205-24541,15.02924121,-16.03139685,DAROU MOUSTY/KEBEMER/LOUGA
970,608-01-09017-62471,14.72579591,-17.49694622,ALMADIES/DAKAR/DAKAR
653,608-01-00720-04897,12.80557273,-16.2250874,BIGNONA/BIGNONA/ZIGUINCHOR
545,608-01-00075-00033,14.68075536,-17.46372994,DAKAR PLATEAU/DAKAR/DAKAR
582,608-01-00228-28484,15.38563889,-16.34994445,SAGATTA GUETH/KEBEMER/LOUGA
633,608-01-00710-33850,14.00940806,-15.52218904,KATAKEL/KAFFRINE/KAFFRINE
176,608-01-03012-42437,14.446184,-17.018934,SALY PORTUDAL/MBOUR/THIES
665,608-01-00823-00038,12.7147434,-15.55567415,SEDHIOU/SEDHIOU/SEDHIOU
673,608-01-01003-28281,14.15069445,-15.92230556,MBADAKHOUNE/GUINGUINEO/KAOLACK
585,608-01-00236-28742,14.80174691,-16.9164504,THIES/THIES/THIES
873,608-01-09002-19771,14.69717094,-17.45089235,DAKAR PLATEAU/DAKAR/DAKAR
393,608-01-09017-31491,14.74632267,-17.46480044,PARCELLES ASSAINIES/DAKAR/DAKAR
163,608-01-03002-42059,14.8230607,-15.9195311,NDAME/MBACKE/DIOURBEL
248,608-01-04012-58178,14.8867919,-17.080393,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
634,608-01-00710-33868,13.49474304,-14.39957116,MAKACOULIBANTANG/TAMBACOUNDA/TAMBACOUNDA
885,608-01-09003-17823,14.76192878,-17.38524364,PIKINE DAGOUDANE/PIKINE/DAKAR
669,608-01-00892-00002,14.88109473,-15.88864582,NDAME/MBACKE/DIOURBEL
375,608-01-09014-62624,14.85934383,-15.88153933,NDAME/MBACKE/DIOURBEL
412,608-01-09022-61532,13.14567226,-13.76366142,BONCONTO/VELINGARA/KOLDA
74,608-01-00711-31825,14.67444184,-12.37402891,MOUDERY/BAKEL/TAMBACOUNDA
113,608-01-01244-00001,15.84174928,-13.3105309,OGO/MATAM/MATAM
598,608-01-00388-00040,14.70442817,-17.45489945,GRAND DAKAR/DAKAR/DAKAR
961,608-01-09016-61879,14.79343848,-17.35387652,YEUMBEUL/KEUR MASSAR/DAKAR
390,608-01-09017-00913,14.754722,-17.471944,ALMADIES/DAKAR/DAKAR
104,608-01-01019-00003,14.67954608,-17.4508072,DAKAR PLATEAU/DAKAR/DAKAR
114,608-01-01267-00009,14.732,-17.4693,PARCELLES ASSAINIES/DAKAR/DAKAR
417,608-01-09023-51826,12.738329,-16.332167,TENGHORY/BIGNONA/ZIGUINCHOR
525,608-01-22590-00010,14.12773057,-16.66201473,FIMELA/FATICK/FATICK
457,608-01-09028-48319,14.72976699,-17.2245575,DIAMNIADIO/RUFISQUE/DAKAR
409,608-01-09022-34173,12.77663051,-14.8356515,DIOULACOLON/KOLDA/KOLDA
92,608-01-00821-38420,14.768355,-17.35087,YEUMBEUL/KEUR MASSAR/DAKAR
930,608-01-09009-60992,14.763131,-17.416676,GUEDIAWAYE/GUEDIAWAYE/DAKAR
89,608-01-00770-00003,12.88021587,-14.9426876,KOLDA/KOLDA/KOLDA
336,608-01-09008-00773,14.72346345,-17.48198465,ALMADIES/DAKAR/DAKAR
988,608-01-09024-09250,14.558002,-17.115651,POPENGUINE/MBOUR/THIES
921,608-01-09008-37421,14.72704456,-17.48164462,ALMADIES/DAKAR/DAKAR
933,608-01-09010-17442,14.73238676,-17.30219727,THIAROYE/PIKINE/DAKAR
605,608-01-00411-26936,16.05217341,-13.80041614,SALDE/PODOR/SAINT LOUIS
593,608-01-00306-29574,14.176876483,-14.451326137,KOUTHIABA OUOLOF/KOUMPENTOUM/TAMBACOUNDA
611,608-01-00446-00001,14.94374187,-16.80805206,TIVAOUANE/TIVAOUANE/THIES
94,608-01-00825-39189,14.814328,-17.249116,BAMBILOR/RUFISQUE/DAKAR
11,608-01-00116-22654,14.755867,-17.491042,ALMADIES/DAKAR/DAKAR
396,608-01-09020-07666,14.1360632,-16.0767,KAOLACK/KAOLACK/KAOLACK
533,608-01-71560-00002,15.887067,-13.489521,OGO/MATAM/MATAM
43,608-01-00375-00001,14.77883238,-17.22331987,SANGALKAM/RUFISQUE/DAKAR
42,608-01-00361-00004,14.76192878,-17.38524364,PIKINE DAGOUDANE/PIKINE/DAKAR
329,608-01-09005-45845,14.784861,-16.614099,LAMBAYE/BAMBEY/DIOURBEL
167,608-01-03007-43581,14.8618642,-15.8725708,NDAME/MBACKE/DIOURBEL
497,608-01-09036-27563,15.65497444,-13.34818935,OGO/MATAM/MATAM
876,608-01-09002-48771,14.703898,-17.461825,DAKAR PLATEAU/DAKAR/DAKAR
597,608-01-00344-00012,14.7840579,-17.3514725,YEUMBEUL/KEUR MASSAR/DAKAR
756,608-01-03294-00006,14.488861,-16.158553,OUADIOUR/GOSSAS/FATICK
100,608-01-00983-00011,14.7608459,-17.3702003,THIAROYE/PIKINE/DAKAR
426,608-01-09024-59867,14.51871862,-17.00681031,NGUEKOKH/MBOUR/THIES
178,608-01-03013-28081,14.5542989,-17.1132378,POPENGUINE/MBOUR/THIES
444,608-01-09027-43362,12.71181546,-15.56761401,SEDHIOU/SEDHIOU/SEDHIOU
416,608-01-09023-49802,12.79554671,-16.22304917,TENGHORY/BIGNONA/ZIGUINCHOR
870,608-01-09001-56962,14.75345131,-17.44773384,PARCELLES ASSAINIES/DAKAR/DAKAR
882,608-01-09003-03971,14.74199023,-17.37815646,THIAROYE/PIKINE/DAKAR
680,608-01-01108-00002,14.63863334,-16.23650834,DIOURBEL/DIOURBEL/DIOURBEL
177,608-01-03013-00001,14.7285278,-17.2758007,RUFISQUE/RUFISQUE/DAKAR
395,608-01-09018-65003,14.9354,-16.8172,TIVAOUANE/TIVAOUANE/THIES
911,608-01-09007-23824,16.523045,-14.850478,GAMADJI SARE/PODOR/SAINT LOUIS
793,608-01-04008-56343,14.841523,-15.851056,NDAME/MBACKE/DIOURBEL
960,608-01-09016-55741,14.79112138,-17.3640009,GUEDIAWAYE/GUEDIAWAYE/DAKAR
684,608-01-01216-00038,14.72809916,-17.4911153,ALMADIES/DAKAR/DAKAR
383,608-01-09016-07582,14.77101448,-17.35563109,YEUMBEUL/KEUR MASSAR/DAKAR
956,608-01-09016-03610,14.809203,-17.276127,BAMBILOR/RUFISQUE/DAKAR
751,608-01-03163-00005,16.4855984,-14.4288998,DODEL/PODOR/SAINT-LOUIS
257,608-01-04016-60433,14.4138916,-16.9497268,MBOUR/MBOUR/THIES
538,608-01-71815-00012,14.953561,-16.812048,TIVAOUANE/TIVAOUANE/THIES
335,608-01-09008-00031,14.70420537,-17.4800683,ALMADIES/DAKAR/DAKAR
15,608-01-00121-00033,14.73589156,-17.45088867,PARCELLES ASSAINIES/DAKAR/DAKAR
324,608-01-09004-48200,14.77566242,-16.93423912,THIES/THIES/THIES
758,608-01-03378-00005,12.53106097,-15.5243333,DJIBANAR/GOUDOMP/SEDHIOU
222,608-01-04005-50681,14.942478,-16.494963,BABA GARAGE/BAMBEY/DIOURBEL
179,608-01-03013-28144,14.5822634,-17.0351562,SINDIA/MBOUR/THIES
983,608-01-09022-52553,12.878235,-14.472517,DABO/KOLDA/KOLDA
22,608-01-00164-19412,14.72795522,-17.31260387,THIAROYE/PIKINE/DAKAR
356,608-01-09012-10047,15.056869,-16.821413,MEOUANE/TIVAOUANE/THIES
666,608-01-00825-30778,14.82882811,-17.14306687,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
861,608-01-09001-01235,14.75668132,-17.4275868,GUEDIAWAYE/GUEDIAWAYE/DAKAR
340,608-01-09008-20203,14.7383694,-17.4735668,ALMADIES/DAKAR/DAKAR
431,608-01-09025-07980,14.68295784,-17.44082207,DAKAR PLATEAU/DAKAR/DAKAR
551,608-01-00116-32898,14.76295432,-17.48168034,ALMADIES/DAKAR/DAKAR
833,608-01-04159-00001,15.38786532,-16.12517847,SAGATTA GUETH/KEBEMER/LOUGA
203,608-01-03619-00006,13.025955,-11.869872999,SABODALA/SARAYA/KEDOUGOU
630,608-01-00707-09566,13.08838536,-14.22390723,SARE COLY SALLE/VELINGARA/KOLDA
93,608-01-00825-38189,14.8494173,-17.1722992,BAMBILOR/RUFISQUE/DAKAR
558,608-01-00118-22511,14.70442817,-17.45489945,GRAND DAKAR/DAKAR/DAKAR
68,608-01-00710-12861,13.94616312,-15.40775183,KATAKEL/KAFFRINE/KAFFRINE
622,608-01-00642-00003,12.80557273,-16.2250874,BIGNONA/BIGNONA/ZIGUINCHOR
284,608-01-04643-00004,14.733111,-17.258766,RUFISQUE/RUFISQUE/DAKAR
844,608-01-04619-00003,14.758766,-17.265804,BAMBILOR/RUFISQUE/DAKAR
434,608-01-09025-44304,14.67954608,-17.4508072,DAKAR PLATEAU/DAKAR/DAKAR
153,608-01-02899-00003,13.79565901,-16.1674479,WACK NGOUNA/NIORO DU RIP/KAOLACK
75,608-01-00712-32799,12.926241,-11.498118998,BEMBOU/SARAYA/KEDOUGOU
730,608-01-03002-40800,14.8363781,-15.9260371,NDAME/MBACKE/DIOURBEL
446,608-01-09027-47051,12.70093532,-15.56003745,SEDHIOU/SEDHIOU/SEDHIOU
188,608-01-03090-00002,14.82964557,-15.93658424,NDAME/MBACKE/DIOURBEL
271,608-01-04018-60085,14.5822634,-17.0351562,SINDIA/MBOUR/THIES
236,608-01-04011-58309,14.7756624,-16.9342391,THIES/THIES/THIES
487,608-01-09034-48209,14.8736667,-15.82734987,NDAME/MBACKE/DIOURBEL
117,608-01-01387-00001,14.75079454,-17.28729422,RUFISQUE/RUFISQUE/DAKAR
943,608-01-09012-64005,15.63409344,-16.23009166,LOUGA/LOUGA/LOUGA
512,608-01-09042-62714,14.85581155,-15.92459558,NDAME/MBACKE/DIOURBEL
825,608-01-04018-54810,14.46931,-16.94703,SINDIA/MBOUR/THIES
591,608-01-00305-29689,14.227669,-14.739819,LOUR ESCALE/KOUNGHEUL/KAFFRINE
126,608-01-01929-00005,14.74378886,-17.35336048,THIAROYE/PIKINE/DAKAR
116,608-01-01371-00007,14.4640365,-17.0550708,NGAPAROU/MBOUR/THIES
473,608-01-09031-22568,15.53586496,-14.9528326,DODJI/LINGUERE/LOUGA
693,608-01-01812-00001,14.49002039,-17.08334753,SOMONE/MBOUR/THIES
57,608-01-00628-00005,13.98012295,-16.26599109,PASSY/FOUNDIOUGNE/FATICK
863,608-01-09001-13043,14.73669338,-17.4253879,GRAND DAKAR/DAKAR/DAKAR
912,608-01-09007-24527,16.20633218,-16.41466512,NDIAYE MBERESS/DAGANA/SAINT LOUIS
369,608-01-09012-63914,15.61680985,-16.23190989,LOUGA/LOUGA/LOUGA
268,608-01-04018-57714,14.4514952,-17.0403594,NGAPAROU/MBOUR/THIES
46,608-01-00410-27016,16.19488841,-15.5403383,MBANE/DAGANA/SAINT LOUIS
349,608-01-09009-43945,14.7813306,-17.37428522,GUEDIAWAYE/GUEDIAWAYE/DAKAR
195,608-01-03383-00003,14.01607774,-15.5904618,KATAKEL/KAFFRINE/KAFFRINE
999,608-01-09025-36712,14.71213349,-17.44558303,GRAND DAKAR/DAKAR/DAKAR
834,608-01-04203-00002,14.51126102,-15.9294591,OUADIOUR/GOSSAS/FATICK
736,608-01-03009-41687,14.8037432,-15.900763,MBACKE/MBACKE/DIOURBEL
263,608-01-04018-46662,14.4483218,-16.9855533,SALY PORTUDAL/MBOUR/THIES
443,608-01-09027-38221,13.4365814,-14.9489786,PATA/MEDINA YORO FOULAH/KOLDA
675,608-01-01003-32663,14.26915473,-15.94265956,GUINGUINEO/GUINGUINEO/KAOLACK
304,608-01-09001-44862,14.74134376,-17.4427712,PARCELLES ASSAINIES/DAKAR/DAKAR
341,608-01-09008-44683,14.68588168,-17.4650588,DAKAR PLATEAU/DAKAR/DAKAR
966,608-01-09017-35913,14.74774661,-17.4710456,ALMADIES/DAKAR/DAKAR
149,608-01-02727-00005,14.79933421,-17.33650983,MALIKA/KEUR MASSAR/DAKAR
124,608-01-01881-00009,14.76557268,-17.41451098,GUEDIAWAYE/GUEDIAWAYE/DAKAR
786,608-01-04005-57580,14.784861,-16.614099,LAMBAYE/BAMBEY/DIOURBEL
50,608-01-00416-24747,16.46878554,-15.6366661,MBANE/DAGANA/SAINT LOUIS
353,608-01-09010-17533,14.75643188,-17.345029,THIAROYE/PIKINE/DAKAR
927,608-01-09009-01747,14.7856086,-17.38259581,GUEDIAWAYE/GUEDIAWAYE/DAKAR
142,608-01-02457-00039,15.0140688,-16.7344282,PAMBAL/TIVAOUANE/THIES
470,608-01-09030-51560,13.170869,-11.784880999,SABODALA/SARAYA/KEDOUGOU
399,608-01-09021-16555,15.96126703,-16.17903789,RAO/SAINT LOUIS/SAINT LOUIS
625,608-01-00666-00006,16.51117586,-14.64772818,NDIOUM/PODOR/SAINT LOUIS
320,608-01-09004-15512,14.76481014,-16.88493085,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
19,608-01-00144-00004,14.67115831,-17.4245063,DAKAR PLATEAU/DAKAR/DAKAR
809,608-01-04016-07383,14.4355849,-16.936043,SINDIA/MBOUR/THIES
790,608-01-04006-54886,14.851905,-15.870193,NDAME/MBACKE/DIOURBEL
808,608-01-04016-03731,14.4414247,-16.9642194,MBOUR/MBOUR/THIES
407,608-01-09022-15299,12.89499846,-14.93274757,KOLDA/KOLDA/KOLDA
537,608-01-71815-00005,14.953561,-16.812048,TIVAOUANE/TIVAOUANE/THIES
620,608-01-00604-30700,14.5334204,-16.4739925,NIAKHAR/FATICK/FATICK
38,608-01-00305-38453,15.21466,-15.55297,SAGATTA DJOLOF/LINGUERE/LOUGA
175,608-01-03012-41908,14.4368855,-16.9764292,MBOUR/MBOUR/THIES
245,608-01-04011-59130,14.7691167,-16.9161733,THIES/THIES/THIES
828,608-01-04018-57743,14.4421577,-16.995291,SALY PORTUDAL/MBOUR/THIES
667,608-01-00828-00012,13.76466038,-13.67551414,TAMBACOUNDA/TAMBACOUNDA/TAMBACOUNDA
754,608-01-03266-00002,13.9186272,-16.61151262,NIODIOR/FOUNDIOUGNE/FATICK
858,608-01-08450-00005,14.77566242,-16.93423912,THIES/THIES/THIES
154,608-01-02923-00011,14.71164605,-17.4659977,ALMADIES/DAKAR/DAKAR
