,ms_location,latitude,longitude,localite
287,608-01-05007-45210,13.82035891,-13.923823,KOUSSANAR/TAMBACOUNDA/TAMBACOUNDA
602,608-01-00408-25243,15.54977593,-13.3015609,OGO/MATAM/MATAM
569,608-01-00166-39211,14.7312911,-17.279679,RUFISQUE/RUFISQUE/DAKAR
743,608-01-03013-28132,14.6626204,-17.1955051,SENDOU/RUFISQUE/DAKAR
17,608-01-00141-19287,14.75668132,-17.4275868,GUEDIAWAYE/GUEDIAWAYE/DAKAR
127,608-01-01985-00012,14.75369426,-17.468207,ALMADIES/DAKAR/DAKAR
322,608-01-09004-26393,14.80677782,-16.9286815,THIES/THIES/THIES
255,608-01-04016-56053,14.4439382,-16.9564611,SINDIA/MBOUR/THIES
657,608-01-00720-26053,12.82372119,-16.3692475,TENDOUCK/BIGNONA/ZIGUINCHOR
964,608-01-09017-05404,14.75850396,-17.4517546,PARCELLES ASSAINIES/DAKAR/DAKAR
190,608-01-03150-00012,14.75004342,-17.50691431,ALMADIES/DAKAR/DAKAR
115,608-01-01280-00003,14.70160318,-17.45890529,DAKAR PLATEAU/DAKAR/DAKAR
616,608-01-00542-00009,14.74212271,-17.1369143,DIAMNIADIO/RUFISQUE/DAKAR
606,608-01-00415-23236,16.02494378,-16.50576512,SAINT LOUIS/SAINT LOUIS/SAINT LOUIS
180,608-01-03013-42119,14.6503346,-17.0639805,SINDIA/MBOUR/THIES
301,608-01-09001-38151,14.74030135,-17.4524883,PARCELLES ASSAINIES/DAKAR/DAKAR
759,608-01-03396-00001,14.060602,-15.67615,MABO/BIRKELANE/KAFFRINE
712,608-01-02091-00012,14.72852785,-17.2758007,RUFISQUE/RUFISQUE/DAKAR
723,608-01-02935-00005,12.56403498,-12.19051433,KEDOUGOU/KEDOUGOU/KEDOUGOU
685,608-01-01273-00003,14.77906021,-17.36222684,YEUMBEUL/KEUR MASSAR/DAKAR
979,608-01-09021-46721,16.024478,-16.48337991,SAINT LOUIS/SAINT LOUIS/SAINT LOUIS
517,608-01-09046-63226,14.900496,-15.88153,NDAME/MBACKE/DIOURBEL
984,608-01-09022-61125,13.13783945,-13.74983586,BONCONTO/VELINGARA/KOLDA
45,608-01-00407-25264,15.2713783,-12.86456639,WAOUNDE/KANEL/MATAM
909,608-01-09007-17286,16.46520079,-15.67580327,RICHARD-TOLL/DAGANA/SAINT LOUIS
157,608-01-02992-00002,14.73238676,-17.30219727,THIAROYE/PIKINE/DAKAR
851,608-01-05007-13171,13.77814921,-13.65406374,TAMBACOUNDA/TAMBACOUNDA/TAMBACOUNDA
171,608-01-03012-28100,14.4475244,-17.019811,SALY PORTUDAL/MBOUR/THIES
16,608-01-00130-00002,14.73717492,-17.4627481,PARCELLES ASSAINIES/DAKAR/DAKAR
511,608-01-09042-62332,14.87918673,-15.89805434,NDAME/MBACKE/DIOURBEL
48,608-01-00415-23293,16.01369499,-16.4949627,SAINT LOUIS/SAINT LOUIS/SAINT LOUIS
971,608-01-09018-25449,14.91810769,-16.8279221,PAMBAL/TIVAOUANE/THIES
940,608-01-09012-45675,15.61842,-16.24346,LOUGA/LOUGA/LOUGA
515,608-01-09045-06095,14.83846072,-15.83046872,NDAME/MBACKE/DIOURBEL
952,608-01-09014-12474,14.86743287,-15.87263034,NDAME/MBACKE/DIOURBEL
480,608-01-09032-64317,14.34877171,-16.0347571,FASS/GUINGUINEO/KAOLACK
283,608-01-04625-00002,15.923736,-15.966662,KEUR MOMAR SARR/LOUGA/LOUGA
718,608-01-02842-00002,14.76125552,-17.39878217,GUEDIAWAYE/GUEDIAWAYE/DAKAR
877,608-01-09002-48773,14.703898,-17.461825,DAKAR PLATEAU/DAKAR/DAKAR
225,608-01-04005-54207,14.894564,-16.596673,BABA GARAGE/BAMBEY/DIOURBEL
26,608-01-00204-29240,13.98076111,-16.608375,NIODIOR/FOUNDIOUGNE/FATICK
954,608-01-09014-12483,14.8618642,-15.87257079,NDAME/MBACKE/DIOURBEL
437,608-01-09026-09029,13.9315393,-12.2149226,KENIEBA/BAKEL/TAMBACOUNDA
951,608-01-09014-12466,14.8659398,-15.8777459,TOUBA MOSQUEE/MBACKE/DIOURBEL
364,608-01-09012-45824,14.96863917,-16.90039411,PAMBAL/TIVAOUANE/THIES
229,608-01-04007-62325,14.8665605,-15.8618539,NDAME/MBACKE/DIOURBEL
37,608-01-00255-40098,14.826455,-14.894472,BARKEDJI/LINGUERE/LOUGA
965,608-01-09017-23197,14.75369426,-17.468207,ALMADIES/DAKAR/DAKAR
374,608-01-09013-59631,14.22872663,-16.8675621,SESSENE/MBOUR/THIES
469,608-01-09030-51396,12.706084,-12.1553052,BANDAFASSI/KEDOUGOU/KEDOUGOU
967,608-01-09017-36085,14.72766255,-17.50144154,ALMADIES/DAKAR/DAKAR
850,608-01-05007-13145,13.77895277,-13.67721873,TAMBACOUNDA/TAMBACOUNDA/TAMBACOUNDA
704,608-01-02014-34653,14.87906331,-15.89261597,NDAME/MBACKE/DIOURBEL
841,608-01-04564-00001,14.765255,-12.251035,MOUDERY/BAKEL/TAMBACOUNDA
194,608-01-03314-00005,12.58325538,-15.5379628,DJIBANAR/GOUDOMP/SEDHIOU
854,608-01-05007-61392,13.801337,-13.282742,BALA/GOUDIRY/TAMBACOUNDA
864,608-01-09001-14501,14.73041362,-17.44264933,PARCELLES ASSAINIES/DAKAR/DAKAR
503,608-01-09040-30321,14.16651992,-16.06671643,KAOLACK/KAOLACK/KAOLACK
969,608-01-09017-52642,14.75696292,-17.44884077,PARCELLES ASSAINIES/DAKAR/DAKAR
830,608-01-04018-58043,14.5153192,-16.9425973,SINDIA/MBOUR/THIES
579,608-01-00227-29656,15.62738834,-16.23781217,LOUGA/LOUGA/LOUGA
968,608-01-09017-45703,14.73769338,-17.49529022,ALMADIES/DAKAR/DAKAR
162,608-01-03002-40697,14.8438391,-15.9208643,NDAME/MBACKE/DIOURBEL
908,608-01-09007-03781,16.45103153,-15.69374872,RICHARD-TOLL/DAGANA/SAINT LOUIS
152,608-01-02863-00005,12.97064698,-15.9538937,BONA/BOUNKILING/SEDHIOU
801,608-01-04011-58870,14.801064,-16.926267,THIES/THIES/THIES
993,608-01-09024-59886,14.51627372,-16.9999888,NGUEKOKH/MBOUR/THIES
755,608-01-03275-00002,14.4080104,-16.4077738,NIAKHAR/FATICK/FATICK
111,608-01-01211-00005,14.70813,-17.47534,ALMADIES/DAKAR/DAKAR
226,608-01-04005-54216,14.894564,-16.596673,BABA GARAGE/BAMBEY/DIOURBEL
688,608-01-01429-00014,14.67909752,-17.4581988,DAKAR PLATEAU/DAKAR/DAKAR
103,608-01-01010-00012,14.68979554,-17.4495108,DAKAR PLATEAU/DAKAR/DAKAR
421,608-01-09024-20719,14.70862087,-17.08997448,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
419,608-01-09024-06988,14.55016612,-17.04235784,SINDIA/MBOUR/THIES
750,608-01-03052-00004,14.10309727,-15.55064696,KAFFRINE/KAFFRINE/KAFFRINE
586,608-01-00255-30292,14.55978715,-16.7567067,FISSEL/MBOUR/THIES
780,608-01-04003-62029,14.8618561,-15.9073146,NDAME/MBACKE/DIOURBEL
672,608-01-00991-00005,14.7813306,-17.37428522,GUEDIAWAYE/GUEDIAWAYE/DAKAR
119,608-01-01415-00006,12.88914038,-14.93949634,KOLDA/KOLDA/KOLDA
53,608-01-00550-00002,14.75345131,-17.44773384,PARCELLES ASSAINIES/DAKAR/DAKAR
151,608-01-02754-00006,14.850568,-15.929923,NDAME/MBACKE/DIOURBEL
403,608-01-09021-46190,16.0132019,-16.35262086,RAO/SAINT LOUIS/SAINT LOUIS
945,608-01-09013-13646,14.12773057,-16.66201473,FIMELA/FATICK/FATICK
207,608-01-03822-00005,12.608706,-15.657291,DJIREDJI/SEDHIOU/SEDHIOU
658,608-01-00720-26249,12.96919401,-16.5538401,KATABA I/BIGNONA/ZIGUINCHOR
843,608-01-04619-00002,14.758766,-17.265804,BAMBILOR/RUFISQUE/DAKAR
762,608-01-03480-00005,12.58197111,-16.25210965,ZIGUINCHOR/ZIGUINCHOR/ZIGUINCHOR
8,608-01-00116-00740,14.7606382,-17.4702071,ALMADIES/DAKAR/DAKAR
807,608-01-04015-54418,14.9503674,-16.8147352,TIVAOUANE/TIVAOUANE/THIES
36,608-01-00236-25782,14.79867821,-16.93437801,THIES/THIES/THIES
452,608-01-09028-18081,14.71505255,-17.278028,RUFISQUE/RUFISQUE/DAKAR
651,608-01-00716-24034,13.60040922,-15.79901717,PAOSKOTO/NIORO DU RIP/KAOLACK
253,608-01-04016-50529,14.426287,-16.960905,MBOUR/MBOUR/THIES
303,608-01-09001-43827,14.760332,-17.426361,GUEDIAWAYE/GUEDIAWAYE/DAKAR
746,608-01-03016-42961,14.7893441,-16.9342581,THIES/THIES/THIES
571,608-01-00204-33988,14.34706463,-16.47078189,TATTAGUINE/FATICK/FATICK
623,608-01-00645-00006,12.79707078,-16.2316423,BIGNONA/BIGNONA/ZIGUINCHOR
732,608-01-03006-40818,14.8489572,-15.8976784,NDAME/MBACKE/DIOURBEL
891,608-01-09003-56251,14.74872812,-17.3940958,PIKINE DAGOUDANE/PIKINE/DAKAR
262,608-01-04018-26745,14.6986593,-17.0682122,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
610,608-01-00424-00005,14.87918673,-15.89805434,NDAME/MBACKE/DIOURBEL
297,608-01-09001-12088,14.74241691,-17.45404371,PARCELLES ASSAINIES/DAKAR/DAKAR
414,608-01-09023-07671,13.00232429,-16.72563434,KATABA I/BIGNONA/ZIGUINCHOR
150,608-01-02747-00003,14.76943783,-17.23617775,BAMBILOR/RUFISQUE/DAKAR
788,608-01-04005-58115,14.7665907,-16.7999473,THIENABA/THIES/THIES
640,608-01-00712-09628,12.63658795,-12.8197279,SALEMATA/SALEMATA/KEDOUGOU
889,608-01-09003-49951,14.7427426,-17.4240252,GRAND DAKAR/DAKAR/DAKAR
550,608-01-00116-32437,14.74384276,-17.4601402,PARCELLES ASSAINIES/DAKAR/DAKAR
886,608-01-09003-17872,14.74925452,-17.4051771,PIKINE DAGOUDANE/PIKINE/DAKAR
488,608-01-09034-52253,14.873311,-15.857078,NDAME/MBACKE/DIOURBEL
147,608-01-02618-00011,14.79866266,-17.18675456,BAMBILOR/RUFISQUE/DAKAR
146,608-01-02611-00006,14.641575,-17.170475,DIAMNIADIO/RUFISQUE/DAKAR
720,608-01-02866-00005,12.7892078,-15.55595636,DIENDE/SEDHIOU/SEDHIOU
931,608-01-09010-06288,14.73999743,-17.36014323,THIAROYE/PIKINE/DAKAR
739,608-01-03012-41849,14.4049488,-16.9459681,MBOUR/MBOUR/THIES
659,608-01-00720-32928,13.11652402,-16.63253512,KATABA I/BIGNONA/ZIGUINCHOR
348,608-01-09009-32822,14.77285676,-17.3925958,GUEDIAWAYE/GUEDIAWAYE/DAKAR
463,608-01-09029-45258,13.74802362,-15.76942711,NIORO DU RIP/NIORO DU RIP/KAOLACK
325,608-01-09004-49676,14.77473,-16.91636,THIES/THIES/THIES
186,608-01-03018-42947,14.8095725,-16.9149335,THIES/THIES/THIES
123,608-01-01771-00002,14.73669338,-17.4253879,GRAND DAKAR/DAKAR/DAKAR
853,608-01-05007-55002,13.89136601,-13.4599488,KOTHIARY/GOUDIRY/TAMBACOUNDA
608,608-01-00415-23373,16.032705,-16.459798,SAINT LOUIS/SAINT LOUIS/SAINT LOUIS
143,608-01-02535-00010,14.805725,-16.91233,THIES/THIES/THIES
958,608-01-09016-23048,14.78987867,-17.34057794,MALIKA/KEUR MASSAR/DAKAR
197,608-01-03431-00002,13.28434345,-15.14331126,NDORNA/MEDINA YORO FOULAH/KOLDA
609,608-01-00416-25401,16.50190423,-15.8074144,ROSSO SENEGAL/DAGANA/SAINT LOUIS
279,608-01-04230-00003,16.19488841,-15.5403383,MBANE/DAGANA/SAINT LOUIS
293,608-01-09000-36403,14.65974337,-17.4378921,DAKAR PLATEAU/DAKAR/DAKAR
400,608-01-09021-21592,16.06222892,-16.42588692,RAO/SAINT LOUIS/SAINT LOUIS
122,608-01-01642-00021,14.7448543,-17.30409229,THIAROYE/PIKINE/DAKAR
183,608-01-03014-41127,14.9511858,-16.8209143,TIVAOUANE/TIVAOUANE/THIES
202,608-01-03570-00003,14.76997563,-17.335165,MALIKA/KEUR MASSAR/DAKAR
438,608-01-09026-26263,14.18815562,-12.7181742,GOUDIRY/GOUDIRY/TAMBACOUNDA
246,608-01-04012-57121,14.989943,-17.006745,PAMBAL/TIVAOUANE/THIES
415,608-01-09023-42733,12.65500016,-16.3563456,TENDOUCK/BIGNONA/ZIGUINCHOR
932,608-01-09010-16478,14.73891505,-17.28529475,RUFISQUE/RUFISQUE/DAKAR
765,608-01-03609-00003,14.8112421,-16.9243552,THIES/THIES/THIES
906,608-01-09005-63675,14.648131,-16.230344,DIOURBEL/DIOURBEL/DIOURBEL
835,608-01-04259-00001,14.55211492,-16.07718527,NDOULO/DIOURBEL/DIOURBEL
887,608-01-09003-39561,14.76192878,-17.38524364,PIKINE DAGOUDANE/PIKINE/DAKAR
129,608-01-02001-29024,14.84383907,-15.92086428,NDAME/MBACKE/DIOURBEL
637,608-01-00711-11777,14.35446713,-12.2538391,BELE/BAKEL/TAMBACOUNDA
402,608-01-09021-45272,15.98870733,-16.4907966,SAINT LOUIS/SAINT LOUIS/SAINT LOUIS
784,608-01-04004-56838,14.7718459,-15.9791666,NDAME/MBACKE/DIOURBEL
770,608-01-04000-62393,14.8196977,-15.8989145,NDAME/MBACKE/DIOURBEL
735,608-01-03008-43790,14.873311,-15.857078,NDAME/MBACKE/DIOURBEL
913,608-01-09007-45690,16.215498,-16.382909,NDIAYE MBERESS/DAGANA/SAINT LOUIS
219,608-01-04003-54786,14.873215,-15.912332,NDAME/MBACKE/DIOURBEL
641,608-01-00712-09951,12.60447211,-12.1357019,BANDAFASSI/KEDOUGOU/KEDOUGOU
915,608-01-09007-54351,16.324111,-15.765081,MBANE/DAGANA/SAINT LOUIS
752,608-01-03194-00003,15.34879197,-16.3190866,SAGATTA GUETH/KEBEMER/LOUGA
806,608-01-04015-53164,14.9426394,-16.8126068,TIVAOUANE/TIVAOUANE/THIES
919,608-01-09008-19612,14.7084,-17.4722,ALMADIES/DAKAR/DAKAR
624,608-01-00658-00004,15.608,-13.325806,OUROSSOGUI/MATAM/MATAM
874,608-01-09002-19943,14.730535,-17.460742,PARCELLES ASSAINIES/DAKAR/DAKAR
760,608-01-03413-00004,12.62779461,-15.5128082,SIMBANDI BRASSOU/GOUDOMP/SEDHIOU
386,608-01-09016-35197,14.77336008,-17.2931758,JAXAAY/KEUR MASSAR/DAKAR
972,608-01-09020-07665,14.1360632,-16.0767,KAOLACK/KAOLACK/KAOLACK
509,608-01-09042-09465,14.87906331,-15.89261597,NDAME/MBACKE/DIOURBEL
267,608-01-04018-57691,14.4371624,-17.0003836,SALY PORTUDAL/MBOUR/THIES
819,608-01-04018-14923,14.5153192,-16.9425973,SINDIA/MBOUR/THIES
441,608-01-09027-35205,12.7892078,-15.55595636,DIENDE/SEDHIOU/SEDHIOU
496,608-01-09036-22629,15.07616708,-12.90074,ORKADIERE/KANEL/MATAM
112,608-01-01242-00004,14.71716254,-17.4527028,GRAND DAKAR/DAKAR/DAKAR
691,608-01-01794-00002,14.72319579,-17.446022,GRAND DAKAR/DAKAR/DAKAR
232,608-01-04009-60537,14.909423,-15.861529,NDAME/MBACKE/DIOURBEL
869,608-01-09001-56288,14.73315653,-17.4232229,GRAND DAKAR/DAKAR/DAKAR
607,608-01-00415-23261,16.01810319,-16.4861741,SAINT LOUIS/SAINT LOUIS/SAINT LOUIS
671,608-01-00966-00003,12.56237876,-16.25606439,ZIGUINCHOR/ZIGUINCHOR/ZIGUINCHOR
373,608-01-09013-53421,14.33893078,-16.81865681,SESSENE/MBOUR/THIES
981,608-01-09022-45621,12.912288,-14.941795,KOLDA/KOLDA/KOLDA
842,608-01-04569-00002,12.688171,-15.514699,SIMBANDI BRASSOU/GOUDOMP/SEDHIOU
233,608-01-04009-60568,14.897484,-15.86913,NDAME/MBACKE/DIOURBEL
785,608-01-04004-56843,14.7718459,-15.9791666,NDAME/MBACKE/DIOURBEL
676,608-01-01003-33195,14.15838838,-15.84015141,KEUR MBOUCKI/BIRKELANE/KAFFRINE
317,608-01-09004-10209,14.85114212,-16.88706174,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
648,608-01-00715-31960,12.38129022,-16.48631955,CABROUSSE/OUSSOUYE/ZIGUINCHOR
410,608-01-09022-35425,12.89627653,-14.945818,KOLDA/KOLDA/KOLDA
898,608-01-09004-62095,14.824612,-16.926696,THIES/THIES/THIES
709,608-01-02018-34708,14.873215,-15.912332,NDAME/MBACKE/DIOURBEL
358,608-01-09012-13124,15.61680985,-16.23190989,LOUGA/LOUGA/LOUGA
258,608-01-04016-60442,14.4339822,-16.960482,MBOUR/MBOUR/THIES
744,608-01-03013-42581,14.4900204,-17.0833475,SOMONE/MBOUR/THIES
627,608-01-00706-09829,12.9316973,-15.5934028,DIAROUME/BOUNKILING/SEDHIOU
632,608-01-00707-12420,12.91214276,-14.1578306,DIAOBE KABENDOU/VELINGARA/KOLDA
282,608-01-04549-00001,13.787773,-13.472197,MISSIRAH/TAMBACOUNDA/TAMBACOUNDA
376,608-01-09014-63439,14.85745507,-15.87900354,NDAME/MBACKE/DIOURBEL
384,608-01-09016-08861,14.76770049,-17.28625464,JAXAAY/KEUR MASSAR/DAKAR
224,608-01-04005-53938,14.6899722,-16.726811,THIENABA/THIES/THIES
953,608-01-09014-12482,14.8618642,-15.87257079,NDAME/MBACKE/DIOURBEL
814,608-01-04016-55579,14.4149967,-16.970098,MBOUR/MBOUR/THIES
472,608-01-09031-14002,14.176876483,-14.451326137,KOUTHIABA OUOLOF/KOUMPENTOUM/TAMBACOUNDA
347,608-01-09009-06354,14.769725,-17.414018,GUEDIAWAYE/GUEDIAWAYE/DAKAR
505,608-01-09041-11894,14.81045631,-15.89014143,MBACKE/MBACKE/DIOURBEL
639,608-01-00711-39492,13.5143341,-13.039187,DIANKE MAKHA/GOUDIRY/TAMBACOUNDA
987,608-01-09023-49159,15.889633,-16.498806,RAO/SAINT LOUIS/SAINT-LOUIS
928,608-01-09009-56206,14.76767351,-17.4105883,GUEDIAWAYE/GUEDIAWAYE/DAKAR
905,608-01-09005-63641,14.70114405,-16.45285234,BAMBEY/BAMBEY/DIOURBEL
619,608-01-00604-29212,14.25498933,-16.19278771,NGOTHIE/KAOLACK/KAOLACK
855,608-01-05158-00021,14.733033,-17.2013465,DIAMNIADIO/RUFISQUE/DAKAR
803,608-01-04011-59188,14.7717088,-16.8966554,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
645,608-01-00714-04340,13.98012295,-16.26599109,PASSY/FOUNDIOUGNE/FATICK
846,608-01-04835-00001,13.829829006,-15.608074955,MABO/BIRKELANE/KAFFRINE
556,608-01-00118-21653,14.71161424,-17.4511185,GRAND DAKAR/DAKAR/DAKAR
957,608-01-09016-17642,14.77139786,-17.32853207,MALIKA/KEUR MASSAR/DAKAR
577,608-01-00226-25059,15.39332083,-15.1138493,LINGUERE/LINGUERE/LOUGA
795,608-01-04009-60740,14.886321,-15.872009,NDAME/MBACKE/DIOURBEL
85,608-01-00720-09065,12.65500016,-16.3563456,TENDOUCK/BIGNONA/ZIGUINCHOR
242,608-01-04011-58564,14.7716831,-16.9270434,THIES/THIES/THIES
698,608-01-02004-39786,14.948749,-16.815722,TIVAOUANE/TIVAOUANE/THIES
159,608-01-03001-30160,14.702704,-16.8774798,NOTTO/THIES/THIES
524,608-01-19363-00005,14.94580602,-16.8132933,TIVAOUANE/TIVAOUANE/THIES
35,608-01-00236-25661,14.805725,-16.91233,THIES/THIES/THIES
540,608-01-87002-00004,14.62304246,-17.04682571,SINDIA/MBOUR/THIES
170,608-01-03012-27907,14.4239866,-16.9832697,MBOUR/MBOUR/THIES
654,608-01-00720-09757,12.86141,-15.86726,DJIBABOUYA/SEDHIOU/SEDHIOU
890,608-01-09003-50671,14.766546,-17.39222,PIKINE DAGOUDANE/PIKINE/DAKAR
857,608-01-06760-00006,14.779233,-15.810405,KAEL/MBACKE/DIOURBEL
847,608-01-04902-00002,15.568441103,-14.647956207,VELINGARA/RANEROU/MATAM
944,608-01-09013-07859,14.40851108,-16.95561402,MBOUR/MBOUR/THIES
733,608-01-03006-43708,14.858536,-15.893597,NDAME/MBACKE/DIOURBEL
95,608-01-00826-41370,14.76758,-17.10337,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
563,608-01-00143-00000,14.6933,-17.4752,DAKAR PLATEAU/DAKAR/DAKAR
240,608-01-04011-58515,14.796733,-16.940808,THIES/THIES/THIES
742,608-01-03013-28011,14.4640365,-17.0550708,NGAPAROU/MBOUR/THIES
574,608-01-00206-27982,14.43916486,-16.97078349,MBOUR/MBOUR/THIES
690,608-01-01789-00005,14.7370547,-17.45365873,PARCELLES ASSAINIES/DAKAR/DAKAR
460,608-01-09028-55831,14.70247733,-17.23327587,BARGNY/RUFISQUE/DAKAR
553,608-01-00118-20913,14.71213349,-17.44558303,GRAND DAKAR/DAKAR/DAKAR
888,608-01-09003-41072,14.75347853,-17.40470362,PIKINE DAGOUDANE/PIKINE/DAKAR
206,608-01-03776-00003,13.69166,-15.828941,PAOSKOTO/NIORO DU RIP/KAOLACK
392,608-01-09017-31433,14.76062358,-17.4808369,ALMADIES/DAKAR/DAKAR
794,608-01-04009-60539,14.909423,-15.861529,NDAME/MBACKE/DIOURBEL
397,608-01-09020-49035,14.18524404,-16.1598343,SIBASSOR/KAOLACK/KAOLACK
766,608-01-03730-00002,13.0247476,-15.5543283,DIAROUME/BOUNKILING/SEDHIOU
848,608-01-05000-24722,15.6324535,-13.3315361,OGO/MATAM/MATAM
217,608-01-04002-55179,14.7937595,-15.9107569,MBACKE/MBACKE/DIOURBEL
4,608-01-00101-21261,14.67959385,-17.4548355,DAKAR PLATEAU/DAKAR/DAKAR
768,608-01-04000-56160,14.8390751,-15.8744589,NDAME/MBACKE/DIOURBEL
642,608-01-00713-19081,13.2192461,-14.6371164,NIAMING/MEDINA YORO FOULAH/KOLDA
929,608-01-09009-56391,14.78368702,-17.37619578,GUEDIAWAYE/GUEDIAWAYE/DAKAR
612,608-01-00453-00006,14.15587385,-16.0740138,KAOLACK/KAOLACK/KAOLACK
738,608-01-03012-32764,14.4368855,-16.9764292,MBOUR/MBOUR/THIES
546,608-01-00091-00006,14.72372245,-17.4931912,ALMADIES/DAKAR/DAKAR
725,608-01-02984-00002,13.76038457,-15.8998415,PAOSKOTO/NIORO DU RIP/KAOLACK
683,608-01-01166-00040,14.77663953,-17.3771219,GUEDIAWAYE/GUEDIAWAYE/DAKAR
98,608-01-00839-00005,13.77514384,-13.6665947,TAMBACOUNDA/TAMBACOUNDA/TAMBACOUNDA
804,608-01-04012-57330,15.0140688,-16.7344282,PAMBAL/TIVAOUANE/THIES
727,608-01-03000-42665,14.7882151,-16.1501514,NDOULO/DIOURBEL/DIOURBEL
573,608-01-00205-34542,15.0438459,-16.0460716,DAROU MOUSTY/KEBEMER/LOUGA
406,608-01-09022-04132,12.89216111,-14.9413944,KOLDA/KOLDA/KOLDA
502,608-01-09040-25098,14.16196441,-16.06039485,KAOLACK/KAOLACK/KAOLACK
47,608-01-00411-25165,16.10428471,-13.62686877,AGNAM CIVOL/MATAM/MATAM
32,608-01-00227-25144,15.91922299,-16.2675408,MPAL/SAINT LOUIS/SAINT LOUIS
779,608-01-04003-62020,14.8618561,-15.9073146,NDAME/MBACKE/DIOURBEL
839,608-01-04347-00004,12.55317,-15.777928,DJIBANAR/GOUDOMP/SEDHIOU
200,608-01-03485-00002,12.51107778,-12.2388788,BANDAFASSI/KEDOUGOU/KEDOUGOU
134,608-01-02013-29080,14.651947,-16.222336,DIOURBEL/DIOURBEL/DIOURBEL
27,608-01-00205-30385,14.78821511,-16.1501514,NDOULO/DIOURBEL/DIOURBEL
880,608-01-09003-02392,14.74330566,-17.3986226,PIKINE DAGOUDANE/PIKINE/DAKAR
230,608-01-04007-62330,14.8665605,-15.8618539,NDAME/MBACKE/DIOURBEL
489,608-01-09034-63036,14.85723425,-15.86812797,NDAME/MBACKE/DIOURBEL
772,608-01-04001-57077,14.8600491,-15.8862081,NDAME/MBACKE/DIOURBEL
378,608-01-09015-63207,14.81993035,-15.87608267,NDAME/MBACKE/DIOURBEL
288,608-01-05112-00005,14.93235914,-16.7868112,TIVAOUANE/TIVAOUANE/THIES
418,608-01-09024-03833,14.4421577,-16.995291,SALY PORTUDAL/MBOUR/THIES
674,608-01-01003-29183,14.32483116,-15.53036605,GNIBY/KAFFRINE/KAFFRINE
391,608-01-09017-02426,14.7522031,-17.46063336,ALMADIES/DAKAR/DAKAR
592,608-01-00305-29879,14.686305279,-15.272874648,BARKEDJI/LINGUERE/LOUGA
498,608-01-09036-38345,16.54553083,-14.7505453,GUEDE CHANTIER/PODOR/SAINT LOUIS
138,608-01-02138-00013,14.79724514,-17.28808696,BAMBILOR/RUFISQUE/DAKAR
62,608-01-00706-38828,12.872403,-15.603208,DIENDE/SEDHIOU/SEDHIOU
471,608-01-09031-08794,15.0406,-16.0496899,DAROU MOUSTY/KEBEMER/LOUGA
647,608-01-00715-26078,12.60208829,-16.0526428,NIAGUIS/ZIGUINCHOR/ZIGUINCHOR
128,608-01-01989-00001,14.73909853,-17.46450561,PARCELLES ASSAINIES/DAKAR/DAKAR
976,608-01-09020-52095,14.160228,-16.094209,KAOLACK/KAOLACK/KAOLACK
520,608-01-17509-00006,14.42135786,-16.98637122,MBOUR/MBOUR/THIES
838,608-01-04328-00006,15.60510001,-16.2262347,LOUGA/LOUGA/LOUGA
962,608-01-09017-00929,14.75386779,-17.4899231,ALMADIES/DAKAR/DAKAR
64,608-01-00707-11822,13.044284,-14.261334,SARE COLY SALLE/VELINGARA/KOLDA
812,608-01-04016-51756,14.4368855,-16.9764292,MBOUR/MBOUR/THIES
14,608-01-00118-21116,14.67494119,-17.4342461,DAKAR PLATEAU/DAKAR/DAKAR
156,608-01-02983-00005,13.6969016,-15.8259925,PAOSKOTO/NIORO DU RIP/KAOLACK
40,608-01-00310-00012,14.78449095,-17.36918472,GUEDIAWAYE/GUEDIAWAYE/DAKAR
492,608-01-09036-15474,16.0562451,-14.00020772,SALDE/PODOR/SAINT LOUIS
379,608-01-09016-02763,14.77864582,-17.3274393,MALIKA/KEUR MASSAR/DAKAR
187,608-01-03047-00006,14.175669,-16.074759,KAOLACK/KAOLACK/KAOLACK
763,608-01-03527-00002,14.840684,-15.940264,NDAME/MBACKE/DIOURBEL
216,608-01-04001-62222,14.8564222,-15.905182,NDAME/MBACKE/DIOURBEL
791,608-01-04007-57239,14.8471203,-15.8723071,NDAME/MBACKE/DIOURBEL
52,608-01-00511-00003,14.89323162,-15.88039412,NDAME/MBACKE/DIOURBEL
878,608-01-09003-01255,14.74883486,-17.4228672,GUEDIAWAYE/GUEDIAWAYE/DAKAR
337,608-01-09008-04702,14.71326478,-17.4726246,ALMADIES/DAKAR/DAKAR
748,608-01-03018-42912,14.8067778,-16.9286815,THIES/THIES/THIES
719,608-01-02843-00004,14.76125552,-17.39878217,GUEDIAWAYE/GUEDIAWAYE/DAKAR
724,608-01-02966-00001,14.75263281,-17.37905194,PIKINE DAGOUDANE/PIKINE/DAKAR
295,608-01-09001-00606,14.72425708,-17.4413369,GRAND DAKAR/DAKAR/DAKAR
701,608-01-02007-00004,16.46520079,-15.67580327,RICHARD-TOLL/DAGANA/SAINT LOUIS
251,608-01-04014-60100,14.9550916,-16.8150352,TIVAOUANE/TIVAOUANE/THIES
